;Торговая точка;Торговая точка COD;Торговая точка GUID;Адрес
12719;"Баляев А.В. ИП Зоомагазин ""ЗооЗабота"" (Хабаровск г, Тихоокеанская ул, дом 204)";УП-00097167;70CA3B49-E097-11E7-80F2-44A8422A0502;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 204
12724;Скворцова В.В.ИП (Хабаровск г, Краснореченская ул, дом 72);УП-00110798;6764B2DA-6F24-4593-9907-08D70F671539;680003, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 72
12790;Фортуна ООО, Санитарная ул, 7 ;УП-00077541;E632C845-2B57-11E5-85B1-005056A00499;680031, Хабаровский край, Хабаровск г, Санитарная ул, дом № 7
12826;"Янтарь ООО Магазин ""Веселый папа"" (Хабаровск г, Мате Залки ул, дом 46)";УП-00091125;A959B605-1B6B-11E7-80DA-44A8422A0503;680041, Хабаровский край, Хабаровск г, Мате Залки ул, дом № 46
12827;"Соколов С.А. ИП Магазин ""Тинкер Бир"" (Хабаровск г, Большая ул, дом 93)";УП-00091611;992C5BF2-3393-11E7-80DD-44A8422A0503;680009, Хабаровский край, Хабаровск г, Большая ул, дом № 93
12949;Шевцов И.С.ИП (Хабаровск г, Дикопольцева ул, дом 70);УП-00107322;0174E47E-54EF-11E9-8109-44A8422A0502;680021, Хабаровский край, Хабаровск г, Дикопольцева ул, дом № 70
12971;"Торохов С.А. ИП Магазин ""Вобла 19"" (Хабаровск г, Юности ул, дом 18)";УП-00087483;8980D2A3-62AC-11E6-80D0-44A8422A0503;680045, Хабаровский край, Хабаровск г, Юности ул, дом № 18
13074;Киселев П.П.ИП (Хабаровск г, Пилотов ул, дом 10А );УП-00107083;DA4EF8CE-493E-11E9-8108-44A8422A0502;680031, Хабаровский край, Хабаровск г, Пилотов ул, дом № 10А 
13102;"Кобец Р.В. ИП Ветеринарный центр ""Бетховен"" (Хабаровск г, Морозова Павла Леонтьевича ул, дом 46)";УП-00097006;1F1A97CE-DB1A-11E7-80EB-44A8422A0503;680023, Хабаровский край, Хабаровск г, Морозова Павла Леонтьевича ул, дом № 46
13127;Черемисова Е.А, ИП (Хабаровск г, Стрельникова ул, 4а);УП-00076772;9395A45B-90F3-11E1-BF75-F46D04E31E4B;680054, Хабаровский край, Хабаровск г, Стрельникова ул, дом № 4а
13135;"Аэлита ООО Магазин ""Продукты""(Хабаровск г, Центральная ул, дом 17)";УП-00079010;EF647AB3-2B5A-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Центральная ул, дом № 17
13162;Иваныч ООО, отдел БАКАЛЕЯ (Хабаровск г, Воровского ул, 21);УП-00079046;03AC6066-2B5C-11E5-85B1-005056A00499;680052, Хабаровский край, Хабаровск г, Воровского ул, дом № 21
13215;Компромисс ООО,(Хабаровск г, Березовка пгт, 70 лет Октября кв-л, дом 14);УП-00078167;4BF10072-2B5A-11E5-85B1-005056A00499;680025, Хабаровский край, Хабаровск г, Березовка пгт, 70 лет Октября кв-л, дом № 14
13234;Дэбрик ООО, Дзержинского23;УП-00080651;7C8D2D76-2B5A-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Дзержинского ул, дом № 23
13305;"Мира ООО Магазин ""Продукты"" (Хабаровск г, Прогрессивная ул, дом 29, пом 1)";УП-00076138;B88349F7-2B5C-11E5-85B1-005056A00499;680003, Хабаровский край, Хабаровск г, Прогрессивная ул, дом № 29, помещение 1
13473;"ООО Туристическая фирма ""Пять звезд"" (Магазин,  Хабаровск г, Владивостокское ш, 42)";УП-00077702;55234F10-2B5D-11E5-85B1-005056A00499;680040, Хабаровский край, Хабаровск г, Владивостокское ш, дом № 42, корпус маг-н
13474;"Павленко А.А. ИП, Магазин ""Продукты"" (Хабаровск г, Горького ул, дом 57 А)";УП-00078646;06C49290-2B5D-11E5-85B1-005056A00499;680052, Хабаровский край, Хабаровск г, Горького ул, дом № 57, корпус а
13519;"Зеленковская Н.М. ИП Зоомагазин ""Кошкин дом"" (Хабаровск г, Руднева ул, дом 38а)";УП-00096945;437D399D-DA27-11E7-80EB-44A8422A0503;680033, Хабаровский край, Хабаровск г, Руднева ул, дом № 38А
13526;Кочеткова С.Г. ИП, (Хабаровск г, Аксенова ул,д 11);УП-00062275;D7669D47-60F3-11E5-80CD-44A84229F6DF;680015, Хабаровский край, Хабаровск г, Аксенова ул, дом № 11
13529;Криста ООО (Хабаровск г, Фоломеева ул, дом 9);УП-00076603;E1E1C92A-90F2-11E1-BF75-F46D04E31E4B;680042, Хабаровский край, Хабаровск г, Фоломеева ул, дом № 9
13574;Паланга ООО,Ясный пер 1;УП-00076697;2C1A26B2-90F3-11E1-BF75-F46D04E31E4B;680033, Хабаровский край, Хабаровск г, Ясный пер, дом № 1
13626;"Денисовская Г.Ю.ИП Магазин""Сладкий мир""(Хабаровск г, Воровского ул, дом 24)";УП-00076550;AB3C2A4E-90F2-11E1-BF75-F46D04E31E4B;680052, Хабаровский край, Хабаровск г, Воровского ул, дом № 24
13627;"ЮНА ООО, Хабаровск г, Фурманова ул, д 2, магазин ""Жираф""";УП-00075773;2D062952-7625-11E5-80CE-44A84229F6DF;680003, Хабаровский край, Хабаровск г, Фурманова ул, дом № 2
13688;"Дело Вкуса минимаркет ООО Магазин ""Дело вкуса"" (Хабаровск г, Гоголя ул, дом 17, помещение 1)";УП-00088468;0229FDFF-8A92-11E6-80D5-44A8422A0503;680000, Хабаровский край, Хабаровск г, Гоголя ул, дом № 17, помещение 1
13854;Постных Е.Б. ИП (Хабаровск г, Лазо ул, 34а);УП-00076264;8262C163-FF76-11E4-BA2F-001E675D2989;680022, Хабаровский край, Хабаровск г, Лазо ул, дом № 34а
13967;Мария ООО, Тихоокеанская ул 170 Б;УП-00080726;A065BA8B-2B5C-11E5-85B1-005056A00499;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 170, корпус Б
14041;Трофимчук П.Г. ИП, Хабаровск г, Калараша ул, д 1, рынок Судоверьф, пав. 2, место 15;УП-00080392;1815624D-7D3C-11E5-80CE-44A84229F6DF;680045, Хабаровский край, Хабаровск г, Калараша ул, дом № 1, корпус пав. 2, квартира место 15
14179;Москаленко Н.В. ИП Тихоокеанская ул, д. 53;УП-00077931;BE8B540F-2B5C-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 53
14267;"Хамберян Г.Б. ИП Магазин ""Продукты"" (Хабаровск г, 60-летия Октября пр-кт, дом  164, ост Сингапур)";УП-00078807;2E245961-2B5E-11E5-85B1-005056A00499;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 164
14436;Студникова Е.В.ИП (Хабаровск г, Королева ул, дом 13);УП-00107604;5467C23A-5FEF-11E9-810B-44A8422A0502;680045, Хабаровский край, Хабаровск г, Королева ул, дом № 13
14557;Алтекс ООО;УП-00077072;B9359DD6-2B5A-11E5-85B1-005056A00499;680040, Хабаровский край, Хабаровск г, Пассажирская ул, дом № 22, корпус а
14627;Акенин А.А. ИП (Хабаровск г, Клубная ул, 20);УП-00080657;A09E475A-2B5A-11E5-85B1-005056A00499;680032, Хабаровский край, Хабаровск г, Клубная ул, дом № 20
14632;Паланга ООО, Суворова 64;УП-00081031;2C1A26AA-90F3-11E1-BF75-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Суворова ул, дом № 64
14642;Хробостова Н. А. ИП;УП-00080766;34229F26-2B5E-11E5-85B1-005056A00499;680025, Хабаровский край, Хабаровск г, Березовка пгт, Сергеевская ул, дом № 26, корпус бутик № 7
14666;"Нелюбова М. В. ИП, Магазин ""Продукты"" (Хабаровск г, Малиновского ул, дом 38)";УП-00077396;6BA4BD8A-58B2-11E4-908C-001E675D2989;680051, Хабаровский край, Хабаровск г, Малиновского ул, дом № 38
14676;"Козина К.В. ИП,Магазин ""Продукты"" (Хабаровск г, Аксенова ул, дом 43)";УП-00075779;4EBF2F38-7BA0-11E5-80CE-44A84229F6DF;680015, Хабаровский край, Хабаровск г, Аксенова ул, дом № 43
14704;Перевалов А.В. ИП (Хабаровск г, ДОС (Большой Аэродром) кв-л, 32\1);УП-00060734;1F003214-2B5D-11E5-85B1-005056A00499;680014, Хабаровский край, Хабаровск г, ДОС (Большой Аэродром) кв-л, дом № 32\1
14742;Обособленное подразделение ООО «Диона», 680031, Хабаровский край, г. Хабаровск, ул. Окружная  13А, Л;УП-00097296;F14A649B-E625-11E7-80F2-44A8422A0502;680031, Хабаровский край, Хабаровск г, Окружная ул, дом № 13А, литера Б Б1 Б2 Б3
14753;Жолобова Л.И. ИП (Хабаровск г, ДОС (Большой Аэродром) кв-л, дом 9, строение 1);УП-00080473;8C069F95-2B56-11E5-85B1-005056A00499;680014, Хабаровский край, Хабаровск г, ДОС (Большой Аэродром) кв-л, дом № 9, строение 1
14800;Курилович В.П. ИП, 60 лет Октября пр-кт, 82;УП-00076615;E988DB2F-90F2-11E1-BF75-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, 60 лет Октября пр-кт, дом № 82
14893;"Ника-Спектр ООО, Хабаровск, Серышева, 9, ""Магазин Петрова""";УП-00078873;AE7C2B9E-3FE5-11E5-875F-005056A00499;"680000, Хабаровский край, Хабаровск г, КСерышева, 9, ""Магазин Петрова"""
